human_resistance,gsr_average,emotion
4,229,Şaşırmış Durum
-235,407,Üzgün Durum
-57,424,Sinirli Durum
14,191,Şaşırmış Durum
-35,219,Heyecanlı Durum
-23,33,Rahatlamış Durum
18,446,Mutlu Durum
30,31,Rahatlamış Durum
-17,192,Şaşırmış Durum
-12,165,Şaşırmış Durum
-60,108,Heyecanlı Durum
-1,34,Rahatlamış Durum
-70,196,Heyecanlı Durum
-65,129,Heyecanlı Durum
-32,160,Şaşırmış Durum
-30,23,Rahatlamış Durum
-41,237,Sinirli Durum
21,78,Heyecanlı Durum
-87,90,Heyecanlı Durum
31,378,Mutlu Durum
-25,14,Rahatlamış Durum
-50,140,Heyecanlı Durum
-92,330,Sinirli Durum
19,246,Şaşırmış Durum
-41,164,Sinirli Durum
-12,253,Şaşırmış Durum
-72,724,Sinirli Durum
-1748,143,Üzgün Durum
-25,163,Şaşırmış Durum
-25,35,Rahatlamış Durum
16,255,Şaşırmış Durum
34,12,Rahatlamış Durum
24,394,Mutlu Durum
-51,19,Rahatlamış Durum
17,370,Mutlu Durum
-55,334,Sinirli Durum
-3,218,Şaşırmış Durum
-446,129,Üzgün Durum
-67,546,Sinirli Durum
-69,36,Rahatlamış Durum
-69,642,Sinirli Durum
23,426,Mutlu Durum
-40,158,Heyecanlı Durum
-3,172,Şaşırmış Durum
24,453,Mutlu Durum
-2492,727,Üzgün Durum
-2053,10,Üzgün Durum
-747,672,Üzgün Durum
-27,30,Rahatlamış Durum
-1393,335,Üzgün Durum
20,358,Mutlu Durum
16,464,Mutlu Durum
-9,140,Şaşırmış Durum
-39,591,Sinirli Durum
-81,49,Sinirli Durum
-3246,169,Üzgün Durum
-25,237,Şaşırmış Durum
-82,160,Heyecanlı Durum
10,33,Rahatlamış Durum
-25,179,Şaşırmış Durum
25,431,Mutlu Durum
10,26,Rahatlamış Durum
-2250,240,Üzgün Durum
-71,73,Heyecanlı Durum
34,468,Mutlu Durum
-39,28,Rahatlamış Durum
-1183,758,Üzgün Durum
-43,64,Heyecanlı Durum
-68,34,Rahatlamış Durum
-99,216,Heyecanlı Durum
28,386,Mutlu Durum
19,212,Şaşırmış Durum
-87,454,Sinirli Durum
30,185,Şaşırmış Durum
-43,34,Rahatlamış Durum
29,375,Mutlu Durum
-590,257,Üzgün Durum
12,179,Şaşırmış Durum
11,61,Heyecanlı Durum
-971,555,Üzgün Durum
18,217,Şaşırmış Durum
24,770,Üzgün Durum
-49,171,Heyecanlı Durum
-12,35,Rahatlamış Durum
17,393,Mutlu Durum
-83,127,Heyecanlı Durum
-1,154,Şaşırmış Durum
-103,140,Heyecanlı Durum
17,11,Rahatlamış Durum
29,467,Mutlu Durum
-43,621,Sinirli Durum
-1941,438,Üzgün Durum
-11,189,Şaşırmış Durum
-113,488,Üzgün Durum
13,224,Şaşırmış Durum
33,206,Heyecanlı Durum
-30,258,Şaşırmış Durum
-24,32,Rahatlamış Durum
6,193,Heyecanlı Durum
-2046,418,Üzgün Durum
-35,120,Heyecanlı Durum
-261,74,Üzgün Durum
-60,486,Sinirli Durum
30,466,Mutlu Durum
-59,602,Sinirli Durum
-77,748,Sinirli Durum
-32,193,Şaşırmış Durum
15,365,Mutlu Durum
-56,31,Rahatlamış Durum
-2115,332,Üzgün Durum
24,425,Mutlu Durum
-1041,192,Üzgün Durum
-47,703,Üzgün Durum
-61,172,Sinirli Durum
-2,172,Şaşırmış Durum
-40,31,Rahatlamış Durum
-26,144,Heyecanlı Durum
-63,17,Rahatlamış Durum
-2149,396,Üzgün Durum
28,29,Rahatlamış Durum
27,444,Mutlu Durum
-1494,448,Üzgün Durum
22,167,Şaşırmış Durum
17,33,Rahatlamış Durum
-43,473,Sinirli Durum
-30,204,Şaşırmış Durum
12,138,Şaşırmış Durum
17,12,Rahatlamış Durum
26,465,Mutlu Durum
-66,196,Heyecanlı Durum
-70,22,Rahatlamış Durum
-37,173,Şaşırmış Durum
-91,95,Heyecanlı Durum
-1195,353,Üzgün Durum
-46,587,Sinirli Durum
-28,25,Rahatlamış Durum
-73,56,Sinirli Durum
-88,21,Sinirli Durum
-52,195,Heyecanlı Durum
-68,108,Heyecanlı Durum
-1,258,Şaşırmış Durum
-83,127,Sinirli Durum
15,127,Şaşırmış Durum
-14,216,Heyecanlı Durum
-38,578,Sinirli Durum
33,17,Rahatlamış Durum
26,371,Mutlu Durum
-95,174,Heyecanlı Durum
-34,208,Heyecanlı Durum
25,196,Heyecanlı Durum
-992,10,Üzgün Durum
-1974,79,Üzgün Durum
-52,82,Heyecanlı Durum
9,91,Heyecanlı Durum
27,36,Rahatlamış Durum
-17,12,Rahatlamış Durum
15,378,Mutlu Durum
-2014,513,Üzgün Durum
-69,42,Sinirli Durum
20,475,Mutlu Durum
-74,159,Heyecanlı Durum
-24,218,Şaşırmış Durum
9,214,Şaşırmış Durum
19,165,Şaşırmış Durum
-85,158,Heyecanlı Durum
-1,13,Rahatlamış Durum
-668,628,Üzgün Durum
-33,156,Şaşırmış Durum
23,379,Mutlu Durum
-11,201,Heyecanlı Durum
-42,267,Sinirli Durum
32,406,Mutlu Durum
32,354,Mutlu Durum
28,361,Mutlu Durum
-99,554,Sinirli Durum
-2062,619,Üzgün Durum
24,119,Heyecanlı Durum
24,387,Mutlu Durum
17,379,Mutlu Durum
9,22,Rahatlamış Durum
-16,184,Şaşırmış Durum
34,480,Mutlu Durum
-74,158,Heyecanlı Durum
-2,164,Şaşırmış Durum
-22,161,Şaşırmış Durum
-9,256,Şaşırmış Durum
-88,107,Heyecanlı Durum
23,401,Mutlu Durum
-7,80,Heyecanlı Durum
-67,26,Rahatlamış Durum
-54,180,Heyecanlı Durum
-87,206,Sinirli Durum
-1,185,Heyecanlı Durum
-1372,89,Üzgün Durum
-11,13,Rahatlamış Durum
23,51,Heyecanlı Durum
-104,201,Sinirli Durum
15,412,Mutlu Durum
-59,774,Sinirli Durum
16,355,Mutlu Durum
-28,33,Rahatlamış Durum
-97,55,Heyecanlı Durum
-25,93,Heyecanlı Durum
-199,768,Üzgün Durum
13,149,Şaşırmış Durum
33,455,Mutlu Durum
-39,343,Sinirli Durum
-27,199,Şaşırmış Durum
-58,18,Rahatlamış Durum
-79,551,Sinirli Durum
33,178,Heyecanlı Durum
13,167,Heyecanlı Durum
22,428,Mutlu Durum
-2338,479,Üzgün Durum
-69,216,Heyecanlı Durum
-88,398,Sinirli Durum
-1885,23,Üzgün Durum
-66,89,Heyecanlı Durum
-54,149,Heyecanlı Durum
19,465,Mutlu Durum
18,425,Mutlu Durum
-60,759,Sinirli Durum
26,241,Şaşırmış Durum
-32,245,Şaşırmış Durum
26,373,Mutlu Durum
-2453,105,Üzgün Durum
-35,244,Şaşırmış Durum
-64,776,Sinirli Durum
-102,302,Sinirli Durum
-100,378,Sinirli Durum
-37,158,Heyecanlı Durum
-47,20,Rahatlamış Durum
-70,756,Sinirli Durum
-62,152,Heyecanlı Durum
-2404,309,Üzgün Durum
-59,39,Sinirli Durum
31,114,Heyecanlı Durum
-73,386,Sinirli Durum
-2778,243,Üzgün Durum
-15,172,Heyecanlı Durum
-74,625,Sinirli Durum
-105,578,Sinirli Durum
-90,90,Heyecanlı Durum
28,425,Mutlu Durum
-13,34,Rahatlamış Durum
-1375,762,Üzgün Durum
-1672,134,Üzgün Durum
-92,64,Sinirli Durum
-35,178,Heyecanlı Durum
30,426,Mutlu Durum
20,28,Rahatlamış Durum
-72,129,Sinirli Durum
-3,20,Rahatlamış Durum
-2958,799,Üzgün Durum
-102,51,Heyecanlı Durum
-13,112,Heyecanlı Durum
11,225,Şaşırmış Durum
-38,217,Şaşırmış Durum
-77,56,Heyecanlı Durum
-54,60,Heyecanlı Durum
-49,197,Heyecanlı Durum
17,402,Mutlu Durum
-1850,355,Üzgün Durum
-32,249,Şaşırmış Durum
-31,255,Şaşırmış Durum
-8,15,Rahatlamış Durum
-1827,334,Üzgün Durum
-17,35,Rahatlamış Durum
-3,22,Rahatlamış Durum
-1903,52,Üzgün Durum
-53,52,Heyecanlı Durum
31,448,Mutlu Durum
18,409,Mutlu Durum
35,364,Mutlu Durum
-51,198,Sinirli Durum
-77,731,Sinirli Durum
-36,72,Sinirli Durum
8,164,Şaşırmış Durum
-90,628,Üzgün Durum
-2119,56,Üzgün Durum
29,164,Heyecanlı Durum
33,450,Mutlu Durum
-78,56,Heyecanlı Durum
-581,139,Üzgün Durum
21,406,Mutlu Durum
21,458,Mutlu Durum
-979,773,Üzgün Durum
-6,185,Şaşırmış Durum
-2688,665,Üzgün Durum
15,457,Mutlu Durum
-55,744,Sinirli Durum
20,27,Rahatlamış Durum
35,416,Mutlu Durum
-451,227,Üzgün Durum
32,362,Mutlu Durum
27,18,Rahatlamış Durum
-29,169,Şaşırmış Durum
-44,215,Heyecanlı Durum
24,203,Şaşırmış Durum
-98,379,Sinirli Durum
-15,134,Şaşırmış Durum
-3028,717,Üzgün Durum
13,232,Şaşırmış Durum
-77,194,Heyecanlı Durum
11,194,Heyecanlı Durum
-27,233,Şaşırmış Durum
-48,358,Sinirli Durum
-3138,661,Üzgün Durum
-1763,575,Üzgün Durum
20,464,Mutlu Durum
35,461,Mutlu Durum
-70,56,Heyecanlı Durum
-103,730,Sinirli Durum
-2775,736,Üzgün Durum
-49,738,Sinirli Durum
-1212,503,Üzgün Durum
-35,585,Sinirli Durum
17,369,Mutlu Durum
-87,345,Sinirli Durum
-1620,714,Üzgün Durum
-12,131,Şaşırmış Durum
26,414,Mutlu Durum
-25,158,Heyecanlı Durum
-1911,794,Üzgün Durum
15,368,Mutlu Durum
31,442,Mutlu Durum
4,129,Şaşırmış Durum
-1343,633,Üzgün Durum
-38,74,Sinirli Durum
28,418,Mutlu Durum
31,465,Mutlu Durum
-69,213,Heyecanlı Durum
16,429,Mutlu Durum
-2659,366,Üzgün Durum
35,387,Mutlu Durum
32,450,Mutlu Durum
-78,694,Sinirli Durum
-1290,286,Üzgün Durum
-95,767,Sinirli Durum
-19,175,Şaşırmış Durum
-2819,225,Üzgün Durum
30,459,Mutlu Durum
28,28,Rahatlamış Durum
-66,267,Sinirli Durum
-1507,263,Üzgün Durum
-61,19,Rahatlamış Durum
-40,239,Şaşırmış Durum
-29,16,Rahatlamış Durum
-63,212,Heyecanlı Durum
-85,219,Heyecanlı Durum
17,391,Mutlu Durum
9,225,Şaşırmış Durum
-3053,622,Üzgün Durum
-93,493,Sinirli Durum
-41,200,Heyecanlı Durum
20,190,Şaşırmış Durum
-15,171,Şaşırmış Durum
-40,19,Rahatlamış Durum
15,232,Şaşırmış Durum
18,413,Mutlu Durum
-29,193,Şaşırmış Durum
35,357,Mutlu Durum
-2447,279,Üzgün Durum
-2,116,Heyecanlı Durum
26,382,Mutlu Durum
17,368,Mutlu Durum
33,391,Mutlu Durum
22,367,Mutlu Durum
-492,225,Üzgün Durum
-32,142,Şaşırmış Durum
-14,53,Heyecanlı Durum
-67,33,Rahatlamış Durum
-50,13,Rahatlamış Durum
16,475,Mutlu Durum
-56,11,Rahatlamış Durum
34,470,Mutlu Durum
-2646,407,Üzgün Durum
-1943,610,Üzgün Durum
-2951,34,Üzgün Durum
-935,649,Üzgün Durum
3,249,Şaşırmış Durum
12,36,Rahatlamış Durum
6,36,Rahatlamış Durum
-22,25,Rahatlamış Durum
-97,70,Heyecanlı Durum
-2522,532,Üzgün Durum
-42,29,Rahatlamış Durum
12,18,Rahatlamış Durum
-2043,282,Üzgün Durum
-43,19,Rahatlamış Durum
-18,241,Şaşırmış Durum
-846,134,Üzgün Durum
-67,366,Sinirli Durum
30,12,Rahatlamış Durum
-898,89,Üzgün Durum
-31,220,Heyecanlı Durum
-39,18,Rahatlamış Durum
-100,114,Heyecanlı Durum
5,179,Heyecanlı Durum
25,131,Şaşırmış Durum
-2557,238,Üzgün Durum
-710,83,Üzgün Durum
15,409,Mutlu Durum
20,183,Şaşırmış Durum
-28,253,Şaşırmış Durum
-468,745,Üzgün Durum
27,17,Rahatlamış Durum
-68,128,Heyecanlı Durum
-13,30,Rahatlamış Durum
-94,527,Sinirli Durum
7,179,Şaşırmış Durum
-60,29,Rahatlamış Durum
-58,215,Heyecanlı Durum
-2634,412,Üzgün Durum
4,33,Rahatlamış Durum
21,408,Mutlu Durum
-1673,461,Üzgün Durum
24,186,Şaşırmış Durum
-23,208,Şaşırmış Durum
31,429,Mutlu Durum
21,202,Şaşırmış Durum
-79,624,Sinirli Durum
-51,818,Sinirli Durum
-48,27,Rahatlamış Durum
-1829,412,Üzgün Durum
33,423,Mutlu Durum
-10,18,Rahatlamış Durum
-30,248,Şaşırmış Durum
-1283,46,Üzgün Durum
21,384,Mutlu Durum
26,165,Şaşırmış Durum
-2244,228,Üzgün Durum
21,388,Mutlu Durum
-94,170,Sinirli Durum
-1058,689,Üzgün Durum
18,397,Mutlu Durum
-1370,764,Üzgün Durum
-31,125,Heyecanlı Durum
-67,11,Rahatlamış Durum
-35,233,Şaşırmış Durum
-57,289,Sinirli Durum
-101,589,Sinirli Durum
30,150,Heyecanlı Durum
0,28,Rahatlamış Durum
23,384,Mutlu Durum
-2699,397,Üzgün Durum
-86,111,Heyecanlı Durum
33,365,Mutlu Durum
-12,22,Rahatlamış Durum
-39,14,Sinirli Durum
-91,14,Sinirli Durum
20,354,Mutlu Durum
-434,21,Üzgün Durum
16,359,Mutlu Durum
-69,15,Rahatlamış Durum
-63,104,Sinirli Durum
-3102,82,Üzgün Durum
-1704,231,Üzgün Durum
-3150,518,Üzgün Durum
35,399,Mutlu Durum
-64,16,Rahatlamış Durum
30,67,Heyecanlı Durum
-68,463,Sinirli Durum
-37,175,Şaşırmış Durum
-79,802,Sinirli Durum
19,478,Mutlu Durum
-188,342,Üzgün Durum
-72,187,Heyecanlı Durum
-29,135,Heyecanlı Durum
17,197,Heyecanlı Durum
-34,144,Şaşırmış Durum
-6,79,Heyecanlı Durum
-33,13,Rahatlamış Durum
-3022,454,Üzgün Durum
-104,75,Heyecanlı Durum
-94,220,Heyecanlı Durum
31,34,Rahatlamış Durum
-65,232,Sinirli Durum
35,355,Mutlu Durum
-4,19,Rahatlamış Durum
-2687,625,Üzgün Durum
-2980,248,Üzgün Durum
-722,744,Üzgün Durum
-35,160,Heyecanlı Durum
-10,251,Şaşırmış Durum
-3021,484,Üzgün Durum
-53,24,Rahatlamış Durum
-64,594,Sinirli Durum
29,137,Şaşırmış Durum
-49,707,Sinirli Durum
-52,661,Sinirli Durum
-2498,110,Üzgün Durum
-49,518,Sinirli Durum
-34,227,Şaşırmış Durum
15,32,Rahatlamış Durum
17,405,Mutlu Durum
19,256,Şaşırmış Durum
-75,26,Sinirli Durum
-1231,254,Üzgün Durum
-45,33,Rahatlamış Durum
20,409,Mutlu Durum
-88,120,Sinirli Durum
-68,206,Heyecanlı Durum
28,65,Heyecanlı Durum
18,461,Mutlu Durum
20,402,Mutlu Durum
-55,819,Sinirli Durum
19,462,Mutlu Durum
6,35,Rahatlamış Durum
28,479,Mutlu Durum
-15,229,Şaşırmış Durum
-25,33,Rahatlamış Durum
-70,761,Sinirli Durum
-77,710,Sinirli Durum
-46,54,Heyecanlı Durum
19,414,Mutlu Durum
-67,522,Sinirli Durum
33,385,Mutlu Durum
-44,289,Sinirli Durum
-23,135,Şaşırmış Durum
-40,529,Sinirli Durum
15,415,Mutlu Durum
-102,104,Heyecanlı Durum
-34,137,Şaşırmış Durum
-102,74,Heyecanlı Durum
32,460,Mutlu Durum
25,365,Mutlu Durum
15,148,Şaşırmış Durum
-78,112,Sinirli Durum
3,136,Heyecanlı Durum
-102,821,Sinirli Durum
-60,373,Sinirli Durum
-95,766,Sinirli Durum
18,376,Mutlu Durum
-15,163,Şaşırmış Durum
20,412,Mutlu Durum
-51,705,Sinirli Durum
-52,217,Heyecanlı Durum
-26,21,Rahatlamış Durum
-29,36,Rahatlamış Durum
31,359,Mutlu Durum
-68,33,Rahatlamış Durum
33,364,Mutlu Durum
-29,241,Şaşırmış Durum
-19,161,Şaşırmış Durum
-54,791,Sinirli Durum
-75,127,Heyecanlı Durum
29,382,Mutlu Durum
22,232,Şaşırmış Durum
-639,695,Üzgün Durum
-55,172,Sinirli Durum
18,186,Şaşırmış Durum
26,435,Mutlu Durum
32,462,Mutlu Durum
-1655,466,Üzgün Durum
20,387,Mutlu Durum
-47,75,Heyecanlı Durum
7,95,Heyecanlı Durum
-58,157,Heyecanlı Durum
-62,87,Sinirli Durum
-58,560,Sinirli Durum
7,201,Şaşırmış Durum
33,367,Mutlu Durum
25,453,Mutlu Durum
-28,19,Rahatlamış Durum
-19,238,Şaşırmış Durum
-63,17,Rahatlamış Durum
-1462,533,Üzgün Durum
-13,36,Rahatlamış Durum
22,477,Mutlu Durum
-2176,90,Üzgün Durum
-18,172,Heyecanlı Durum
7,28,Rahatlamış Durum
-1411,311,Üzgün Durum
25,32,Rahatlamış Durum
34,381,Mutlu Durum
-738,45,Üzgün Durum
-39,142,Şaşırmış Durum
-75,639,Sinirli Durum
-56,631,Sinirli Durum
29,399,Mutlu Durum
-58,36,Rahatlamış Durum
17,61,Heyecanlı Durum
-61,149,Sinirli Durum
-40,501,Sinirli Durum
23,421,Mutlu Durum
-14,160,Şaşırmış Durum
-19,168,Şaşırmış Durum
25,425,Mutlu Durum
28,385,Mutlu Durum
-51,85,Sinirli Durum
-63,28,Rahatlamış Durum
23,472,Mutlu Durum
-62,24,Rahatlamış Durum
-104,218,Sinirli Durum
-2738,544,Üzgün Durum
-1562,253,Üzgün Durum
25,17,Rahatlamış Durum
-13,207,Heyecanlı Durum
20,412,Mutlu Durum
10,145,Şaşırmış Durum
-74,147,Heyecanlı Durum
-45,16,Rahatlamış Durum
25,414,Mutlu Durum
10,155,Heyecanlı Durum
23,143,Heyecanlı Durum
26,406,Mutlu Durum
17,260,Şaşırmış Durum
-12,14,Rahatlamış Durum
29,355,Mutlu Durum
-52,11,Rahatlamış Durum
-2180,702,Üzgün Durum
-22,79,Heyecanlı Durum
-36,806,Sinirli Durum
-3,248,Şaşırmış Durum
-63,169,Heyecanlı Durum
30,430,Mutlu Durum
23,164,Heyecanlı Durum
-266,522,Üzgün Durum
-734,594,Üzgün Durum
17,439,Mutlu Durum
-36,144,Sinirli Durum
-72,279,Sinirli Durum
-57,16,Rahatlamış Durum
-35,388,Sinirli Durum
-1069,254,Üzgün Durum
-13,37,Rahatlamış Durum
-18,98,Heyecanlı Durum
24,382,Mutlu Durum
-3,147,Heyecanlı Durum
-27,159,Şaşırmış Durum
25,462,Mutlu Durum
24,457,Mutlu Durum
0,117,Heyecanlı Durum
-39,751,Sinirli Durum
-433,97,Üzgün Durum
33,392,Mutlu Durum
-23,209,Şaşırmış Durum
-1569,298,Üzgün Durum
-27,27,Rahatlamış Durum
29,243,Şaşırmış Durum
-13,104,Heyecanlı Durum
-211,138,Üzgün Durum
-101,77,Heyecanlı Durum
19,457,Mutlu Durum
33,360,Mutlu Durum
-12,143,Şaşırmış Durum
-1779,88,Üzgün Durum
11,244,Şaşırmış Durum
-2361,174,Üzgün Durum
-3,24,Rahatlamış Durum
26,162,Şaşırmış Durum
11,250,Şaşırmış Durum
-23,24,Rahatlamış Durum
-1,227,Şaşırmış Durum
-70,708,Sinirli Durum
-13,26,Rahatlamış Durum
9,225,Şaşırmış Durum
-3111,663,Üzgün Durum
-70,49,Sinirli Durum
18,474,Mutlu Durum
-93,74,Sinirli Durum
-1576,176,Üzgün Durum
-63,14,Rahatlamış Durum
-23,25,Rahatlamış Durum
-99,77,Heyecanlı Durum
7,136,Şaşırmış Durum
-14,22,Rahatlamış Durum
-103,797,Sinirli Durum
-170,113,Üzgün Durum
-707,703,Üzgün Durum
-46,110,Heyecanlı Durum
-1021,458,Üzgün Durum
-802,754,Üzgün Durum
12,200,Şaşırmış Durum
-42,681,Sinirli Durum
-19,106,Üzgün Durum
-7,28,Rahatlamış Durum
24,134,Şaşırmış Durum
-61,169,Heyecanlı Durum
-16,119,Heyecanlı Durum
-64,702,Sinirli Durum
-39,698,Üzgün Durum
-70,168,Heyecanlı Durum
-67,21,Rahatlamış Durum
-2308,187,Üzgün Durum
-1664,708,Üzgün Durum
-427,747,Üzgün Durum
-97,635,Sinirli Durum
-58,157,Heyecanlı Durum
-39,36,Rahatlamış Durum
4,208,Şaşırmış Durum
-23,168,Şaşırmış Durum
-2239,221,Üzgün Durum
30,367,Mutlu Durum
15,138,Şaşırmış Durum
-100,677,Sinirli Durum
28,362,Mutlu Durum
-84,137,Heyecanlı Durum
-83,335,Sinirli Durum
30,13,Rahatlamış Durum
-44,537,Sinirli Durum
-64,431,Sinirli Durum
-56,189,Sinirli Durum
-1269,344,Üzgün Durum
-1394,635,Üzgün Durum
-74,180,Heyecanlı Durum
-92,67,Heyecanlı Durum
-2294,245,Üzgün Durum
24,469,Mutlu Durum
22,185,Şaşırmış Durum
25,374,Mutlu Durum
-73,245,Sinirli Durum
23,126,Şaşırmış Durum
-98,154,Heyecanlı Durum
-100,13,Sinirli Durum
-210,380,Üzgün Durum
32,437,Mutlu Durum
20,148,Şaşırmış Durum
-72,552,Sinirli Durum
-7,251,Şaşırmış Durum
-88,391,Sinirli Durum
-88,90,Sinirli Durum
23,51,Heyecanlı Durum
-23,246,Şaşırmış Durum
-69,339,Sinirli Durum
19,17,Rahatlamış Durum
33,350,Mutlu Durum
33,452,Mutlu Durum
10,20,Rahatlamış Durum
-34,237,Şaşırmış Durum
10,223,Şaşırmış Durum
-35,124,Heyecanlı Durum
-3116,415,Üzgün Durum
24,176,Şaşırmış Durum
-67,339,Sinirli Durum
-3177,123,Üzgün Durum
-6,32,Rahatlamış Durum
16,220,Şaşırmış Durum
-1713,124,Üzgün Durum
-2550,215,Üzgün Durum
-1131,674,Üzgün Durum
-87,329,Sinirli Durum
-1083,489,Üzgün Durum
-37,220,Heyecanlı Durum
8,158,Şaşırmış Durum
4,186,Şaşırmış Durum
-7,41,Üzgün Durum
-42,81,Heyecanlı Durum
31,416,Mutlu Durum
24,409,Mutlu Durum
26,431,Mutlu Durum
0,200,Şaşırmış Durum
-27,211,Şaşırmış Durum
5,160,Şaşırmış Durum
-9,151,Şaşırmış Durum
-1926,218,Üzgün Durum
24,13,Rahatlamış Durum
-1949,182,Üzgün Durum
31,31,Rahatlamış Durum
-1248,112,Üzgün Durum
-77,315,Sinirli Durum
-98,697,Sinirli Durum
-71,268,Sinirli Durum
10,99,Heyecanlı Durum
-17,204,Şaşırmış Durum
35,31,Rahatlamış Durum
-97,200,Sinirli Durum
-1365,440,Üzgün Durum
-1185,491,Üzgün Durum
-2917,100,Üzgün Durum
21,208,Şaşırmış Durum
-151,507,Üzgün Durum
-50,13,Rahatlamış Durum
4,133,Şaşırmış Durum
15,374,Mutlu Durum
-16,154,Şaşırmış Durum
-91,342,Sinirli Durum
-67,13,Rahatlamış Durum
27,209,Şaşırmış Durum
-1373,234,Üzgün Durum
-775,100,Üzgün Durum
-32,243,Şaşırmış Durum
26,137,Şaşırmış Durum
-109,478,Üzgün Durum
-95,368,Sinirli Durum
-14,545,Üzgün Durum
-1452,130,Üzgün Durum
26,445,Mutlu Durum
-386,595,Üzgün Durum
-37,46,Sinirli Durum
-1193,761,Üzgün Durum
8,79,Heyecanlı Durum
-26,195,Şaşırmış Durum
-1,18,Rahatlamış Durum
25,444,Mutlu Durum
16,23,Rahatlamış Durum
26,37,Rahatlamış Durum
-2019,532,Üzgün Durum
10,33,Rahatlamış Durum
-10,182,Şaşırmış Durum
-45,352,Sinirli Durum
-68,18,Rahatlamış Durum
20,37,Rahatlamış Durum
-44,26,Rahatlamış Durum
-3132,431,Üzgün Durum
-104,163,Heyecanlı Durum
-3255,553,Üzgün Durum
16,434,Mutlu Durum
-11,249,Şaşırmış Durum
-55,782,Sinirli Durum
-16,85,Heyecanlı Durum
-1526,582,Üzgün Durum
-37,801,Sinirli Durum
18,207,Şaşırmış Durum
-56,208,Heyecanlı Durum
0,239,Şaşırmış Durum
-78,129,Sinirli Durum
30,385,Mutlu Durum
-2613,592,Üzgün Durum
8,203,Şaşırmış Durum
-39,231,Şaşırmış Durum
-38,703,Sinirli Durum
-2,224,Şaşırmış Durum
-87,174,Heyecanlı Durum
-1675,308,Üzgün Durum
-1923,595,Üzgün Durum
35,23,Rahatlamış Durum
19,201,Şaşırmış Durum
10,13,Rahatlamış Durum
14,187,Şaşırmış Durum
30,376,Mutlu Durum
-1083,226,Üzgün Durum
29,400,Mutlu Durum
-47,737,Sinirli Durum
-1354,140,Üzgün Durum
-2292,731,Üzgün Durum
15,256,Şaşırmış Durum
-29,29,Rahatlamış Durum
-71,601,Sinirli Durum
-88,190,Sinirli Durum
-2935,756,Üzgün Durum
-20,201,Şaşırmış Durum
-2,219,Şaşırmış Durum
-23,226,Şaşırmış Durum
-34,12,Rahatlamış Durum
-5,246,Şaşırmış Durum
-1525,413,Üzgün Durum
-61,18,Rahatlamış Durum
-22,163,Heyecanlı Durum
9,26,Rahatlamış Durum
2,33,Rahatlamış Durum
29,427,Mutlu Durum
11,235,Şaşırmış Durum
-72,102,Heyecanlı Durum
-39,167,Şaşırmış Durum
9,14,Rahatlamış Durum
29,13,Rahatlamış Durum
-8,27,Rahatlamış Durum
31,91,Heyecanlı Durum
-70,192,Heyecanlı Durum
-40,372,Sinirli Durum
-41,27,Rahatlamış Durum
-2080,156,Üzgün Durum
-70,776,Sinirli Durum
-3,244,Şaşırmış Durum
-31,22,Rahatlamış Durum
18,440,Mutlu Durum
17,37,Rahatlamış Durum
-56,139,Heyecanlı Durum
16,473,Mutlu Durum
-8,139,Şaşırmış Durum
-22,225,Şaşırmış Durum
-32,194,Şaşırmış Durum
-103,167,Sinirli Durum
7,217,Şaşırmış Durum
-2731,373,Üzgün Durum
25,383,Mutlu Durum
-2877,277,Üzgün Durum
-6,138,Şaşırmış Durum
-11,238,Şaşırmış Durum
-75,176,Heyecanlı Durum
14,107,Heyecanlı Durum
